AppNumber,Applicant Type,First Name,Middle Name,Last Name,Name Suffix,Institution,Full Address,City,State,Postal Code,Country,Council Date,Year Awarded,Project Title,Category,Program,Division,Approved Outright,Approved Matching,Award Outright,Award Matching,Original Amount,Begin Grant,End Grant,Project Description,To Support Statement,Supplement Amount,Supplement Count,Supplementary Fields need work (may repeat?)
ES-0130-79,O,Howard,,Mehlinger,,National Council for the Social Studies,Washington DC 20016,Washington,DC,20016,USA,1978-02,1979,American/Soviet Textbook Study Project,U.S. History; Russian History; Geography,Institutes for School Teachers,Education Programs,$0.00,"$5,000.00",$0.00,"$5,000.00","$5,000.00",6/1/78,3/31/81,,A study of American and Soviet textbooks used in elementary and secondary schools. The study is to improve the quality of textbooks used in history and geography courses.,,0,-
RS-1431-79,O,H. Brett,,Melendy,,San Jose State University Foundation,San Jose CA 95112,San Jose,CA,95112,USA,1979-08,1979,"History of the Territory of Hawaii, 1900-1959",Humanities,State and Local and Regional Studies,Research Programs,"$91,346.00",$0.00,"$82,384.81",$0.00,"$82,384.81",1/1/80,12/31/82,,"A history of the territory of Hawaii, 1900-1959.",,0,-
FB-0083-79,I,George,T.,Menake,,Unknown,,,,,,1978-11,1979,"Fellowship, Political Science",Humanities,Fellowships for College Teachers and Independent Scholars,Research Programs,"$20,000.00",$0.00,"$20,000.00",$0.00,"$20,000.00",9/1/79,8/31/80,,,,0,-
FS-0191-79,O,Everett,,Mendlesohn,,Harvard University,Cambridge MA 2138,Cambridge,MA,2138,USA,1978-11,1979,"Seminar: ""The Social History of Modern Science""",Law and Jurisprudence,Seminars for College Teachers,Education Programs,"$48,750.74",$0.00,"$48,750.74",$0.00,"$48,750.74",1/1/79,12/31/79,,,,0,-
GM-0221-79,O,Leslie,,Merker,,Edwin Gould Outdoor Education Centers,Brewster NY 10509,Brewster,NY,10509,USA,1978-11,1979,Talman Demonstration Farm,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$9,000.00",$0.00,"$9,000.00",$0.00,"$9,000.00",1/1/79,7/31/79,,To plan a demonstration farm to serve as a representative model of historical and modern farming techniques on the site of the historic Talman Farm.,,0,-
RE-0311-77,O,Walter,M.,Merrill,,Historical Society of Pennsylvania,Philadelphia PA 19107,Philadelphia,PA,19107,USA,1977-02,1977,The Complete Letters of William Lloyd Garrison,Humanities,Editions,Research Programs,"$95,216.00","$18,884.12","$93,910.22","$18,884.12","$112,794.34",4/1/77,3/31/81,,,,0,-
ED-0361-73,O,Raymond,H.,Merrit,,"University of Wisconsin, Milwaukee",Milwaukee WI 53211,Milwaukee,WI,53211,USA,1973-02,1973,CULTURAL AND TECHNOLOGICAL STUDIES,Humanities,Education Development and Demonstration,Education Programs,"$494,846.36",$0.00,"$494,846.36",$0.00,"$494,846.36",7/1/73,6/1/79,,,,0,-
CE-0991-77,O,Anthony,,Merritt,,University of Pennsylvania,Philadelphia PA 19104,Philadelphia,PA,19104,USA,1977-08,1977,Challenge Grant,Humanities,Education Challenge Grants,Challenge Grants,$0.00,"$1,380,000.00",$0.00,"$1,380,000.00","$1,380,000.00",10/1/76,6/30/81,,,,0,-
RT-1352-77,O,Harrison,T.,Meserole,,"Pennsylvania State University, Main Campus",University Park PA 16802,University Park,PA,16802,USA,1977-08,1977,Cumulative Shakespeare Bibliography,Humanities,Reference Materials - Tools,Preservation and Access,"$86,184.00","$21,000.00","$86,184.00","$21,000.00","$107,184.00",10/1/77,12/31/80,,,,0,-
GM-0809-77,O,Thomas,M.,Messer,,Solomon R. Guggenheim Museum,New York NY 10128,New York,NY,10128,USA,1977-05,1977,The First Decade 1900-1910,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$9,450.00",$0.00,"$9,450.00",$0.00,"$9,450.00",9/1/77,12/31/81,,,,0,-
GM-1196-79,O,Thomas,M.,Messer,,Solomon R. Guggenheim Museum,New York NY 10128,New York,NY,10128,USA,1979-08,1979,Kandinsky in Munich,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$187,564.00",$0.00,"$187,564.00",$0.00,"$187,564.00",10/1/79,6/30/82,,For an exhibit interpreting Kandinsky's early work within the con- text of the cultural and intellectual environment of Munich at the turn of the century.,,0,-
EC-1592-78,O,William,F.,Messner,,Keystone Junior College,La Plume PA 18440,La Plume,PA,18440,USA,1978-05,1978,Consultant Grant,Humanities,Education Consultant Grants,Education Programs,"$3,500.00",$0.00,"$3,500.00",$0.00,"$3,500.00",8/1/78,5/31/79,,,,0,-
EH-1615-78,O,William,F.,Messner,,Keystone Junior College,La Plume PA 18440,La Plume,PA,18440,USA,1978-05,1979,Scholar in Residence Program,"Literature, General; Education; Art History and Criticism",Institutes for College and University Teachers,Education Programs,$0.00,"$10,475.00",$0.00,"$10,475.00","$10,475.00",9/1/78,8/31/79,,"To support short-term residencies of humanists to conduct special workshops, classes and community programs in poetry, art history and work with the handicapped. Proj. Director",,0,-
CE-0783-79,O,William,F.,Messner,,Keystone Junior College,La Plume PA 18440,La Plume,PA,18440,USA,1979-05,1979,Challenge Grant,Humanities,Education Challenge Grants,Challenge Grants,$0.00,"$100,000.00",$0.00,"$100,000.00","$100,000.00",10/1/78,6/30/83,,,,0,-
RL-0630-78,O,Barbara,D.,Metcalf,,University of Pennsylvania,Philadelphia PA 19104,Philadelphia,PA,19104,USA,1978-02,1978,A TRANSLATION OF THE BIHISTHTI ZEWAR,Humanities,Translations,Research Programs,"$59,386.00",$0.00,"$58,718.26",$0.00,"$58,718.26",9/30/78,9/30/81,,,,0,-
FS-0145-79,O,Thomas,R.,Metcalf,,"University of California, Berkeley",Berkeley CA 94720,Berkeley,CA,94720,USA,1978-11,1979,"Seminar entitled,""The Colonial Experience a Comparative Study of So. Afr. & Ind""","History, General",Seminars for College Teachers,Education Programs,"$44,828.18",$0.00,"$44,828.18",$0.00,"$44,828.18",1/1/79,9/30/79,,,,0,-
CN-0679-77,O,Lyle,,Mettler,,Washington State University,Pullman WA 99164,Pullman,WA,99164,USA,1977-05,1977,Challenge Grant,Humanities,Media Challenge Grants,Challenge Grants,$0.00,"$100,000.00",$0.00,"$100,000.00","$100,000.00",6/15/77,6/30/80,,,,0,-
RP-1238-78,O,Seigfried,,Mews,,University of North Carolina Press,Chapel Hill NC 27515,Chapel Hill,NC,27515,USA,1978-08,1978,HEINRICH VON KLEIST: STUDIES IN THE CHARACTER AND MEANING OF HIS WRITINGS,Humanities,Scholarly Publications,Research Programs,"$2,035.00",$0.00,"$2,035.00",$0.00,"$2,035.00",9/1/78,12/31/79,,,,0,-
FB-0084-79,I,Michael,,Meyer,,Unknown,,,,,,1978-11,1979,"Fellowship, English",Humanities,Fellowships for College Teachers and Independent Scholars,Research Programs,"$17,606.00",$0.00,"$17,606.00",$0.00,"$17,606.00",8/20/79,8/19/80,,,,0,-
EH-1018-79,O,Samuel,L.,Meyers,,National Assocation for Equal Opportunity in Higher Education,Washington DC 20009,Washington,DC,20009,USA,1900-01,1979,Fourth National Conference on Blacks in Higher Education,Education; African American Studies; Humanities,Institutes for College and University Teachers,Education Programs,"$9,950.00",$0.00,"$9,950.00",$0.00,"$9,950.00",4/1/79,8/31/79,,To support a conference on the experiences of black colleges in participating in the NEH programs and in effecting curricular changes to expand the humanities on their campuses. Proj. Director,,0,-
EH-0094-79,O,Samuel,L.,Meyers,,National Assocation for Equal Opportunity in Higher Education,Washington DC 20009,Washington,DC,20009,USA,1900-01,1979,Contract,"African American Studies; Interdisciplinary Studies, General",Institutes for College and University Teachers,Education Programs,"$199,800.00",$0.00,"$199,800.00",$0.00,"$199,800.00",9/1/79,8/31/80,,Contract for a series of three dissemination workshops to infuse a humanistic dimension into educational programs for minorities. Proj. Director,,0,-
RO-1435-78,I,Franz,,Michael,,Unknown,,,,,,1978-08,1978,Analysis of Tibetan Buddhism,Humanities,Basic Research,Research Programs,"$58,700.00",$0.00,"$58,700.00",$0.00,"$58,700.00",10/1/78,1/31/80,,,,0,-
RE-0797-77,O,Marion,C.,Michael,,Texas Tech University,Lubbock TX 79409,Lubbock,TX,79409,USA,1977-05,1977,Variorum Edition of the Works of Joseph Conrad,Humanities,Editions,Research Programs,"$143,746.00",$0.00,"$143,746.00",$0.00,"$143,746.00",6/16/77,8/31/80,,,,0,-
CE-0811-79,O,Ellen,P.,Mickiewicz,,Emory University,Atlanta GA 30322,Atlanta,GA,30322,USA,1979-05,1979,Challenge Grant,Humanities,Education Challenge Grants,Challenge Grants,$0.00,"$750,000.00",$0.00,"$750,000.00","$750,000.00",10/1/78,3/31/84,,,,0,-
RE-1278-78,O,John,H.,Middendorf,,Columbia University,New York NY 10027,New York,NY,10027,USA,1978-08,1978,The Yale Edition of the Works of Samuel Johnson,Humanities,Editions,Research Programs,"$45,000.00",$0.00,"$45,000.00",$0.00,"$45,000.00",10/1/78,8/31/82,,,,0,-
EP-0147-78,O,Diane,W.,Middlebrook,,Stanford University,Stanford CA 94305,Stanford,CA,94305,USA,1977-08,1978,"Project to Develop & Implement Courses on: ""The Female Experience""",Humanities,Pilot Grants - Education,Education Programs,"$49,953.00",$0.00,"$49,953.00",$0.00,"$49,953.00",1/1/78,6/30/79,,,,0,-
CD-1053-78,O,Harry,J.,Middleton,,Friends of The LBJ Library,Austin TX 78705,Austin,TX,78705,USA,1978-05,1979,Challenge Grant,Humanities,Special Project Challenge Grants,Challenge Grants,$0.00,"$250,000.00",$0.00,"$250,000.00","$250,000.00",11/1/77,6/30/81,,,,0,-
FR-0043-79,I,Edward,M.,Miggins,,Unknown,,,,,,1978-11,1979,"Fellowship, American History",Humanities,Residential College Teacher - 1976 thru 1981,Research Programs,"$20,000.00",$0.00,"$20,000.00",$0.00,"$20,000.00",9/5/79,9/4/80,,,,0,-
EC-0091-79,O,Donald,,Mikolajczak,,Milwaukee Area Technical College,Milwaukee WI 53233,Milwaukee,WI,53233,USA,1978-08,1979,CONSULTANT GRANT,"Languages, General",Education Consultant Grants,Education Programs,"$2,449.00",$0.00,"$2,449.00",$0.00,"$2,449.00",9/1/78,12/31/79,,Strengthening the foreign language program.,,0,-
RP-1156-79,O,John,A.,Miles,Jr,University of California Press,Berkeley CA 94704,Berkeley,CA,94704,USA,1979-08,1979,"Publication of ""The Huntington Shakespeare Quartos"", Editors Muir and Allen",Humanities,Scholarly Publications,Research Programs,"$8,500.00",$0.00,"$8,500.00",$0.00,"$8,500.00",9/1/79,8/31/81,,"Supports publication of a complete facsimile edition of the twenty-two Shakespeare Quartos at the Huntington Library in San Marino, California.",,0,-
GM-1263-79,O,Brenda,O.,Milkofsky,,Connecticut River Foundation,Essex CT 06426,Essex,CT,06426,USA,1979,1979,Life at the River's Edge,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$7,226.00",$0.00,"$7,226.00",$0.00,"$7,226.00",06/01/1979,09/30/1979,,To plan for an exhibition that will interpret the impact of the Connecticut River on the lives of the Lower River Valley inhabitants from pre-settlement to the present.,,0,-
EH-1460-78,O,Arthur,H.,Miller,Jr,Lake Forest College,Lake Forest IL 60045,Lake Forest,IL,60045,USA,1978-08,1978,Faculty-Centered Library Instruction in the Humanities,Humanities,Institutes for College and University Teachers,Education Programs,"$23,975.00","$25,000.00","$21,817.94","$25,000.00","$46,817.94",1/1/79,12/31/83,,,,0,-
SO-0538-77,O,Charlene,,Miller,,Humanities Nebraska,Lincoln NE 68508,Lincoln,NE,68508,USA,1977-05,1977,Nebraska State Program in the Humanities,Humanities,State Programs (SO),Federal/State Partnership,"$417,750.00","$6,317.00","$417,750.00","$6,317.00","$424,067.00",7/1/77,4/30/79,,,,0,-
CE-0993-78,O,Francis,X.,Miller,,College of the Holy Cross,Worcester MA 1610,Worcester,MA,1610,USA,1978-05,1979,Challenge Grant,Humanities,Education Challenge Grants,Challenge Grants,$0.00,"$225,000.00",$0.00,"$225,000.00","$225,000.00",10/1/77,6/30/81,,,,0,-
RC-0086-79,O,Fredric,M.,Miller,,Temple University,Philadelphia PA 19122,Philadelphia,PA,19122,USA,1978-11,1979,Urban Archives Processing Projects,"History, General",Reference Materials - Access,Preservation and Access,"$32,608.00",$0.00,"$32,608.00",$0.00,"$32,608.00",2/15/79,9/30/80,,To process and assess Philadelphia urban development-related collections at Temple's Urban Archives.,,0,-
GM-0938-78,O,Harvey,S.,Miller,,Franklin Institute Science Museum,Philadelphia PA 19103,Philadelphia,PA,19103,USA,1978-05,1978,General Planning Grant -- Permanent Historical Collections,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$13,102.58",$0.00,"$13,102.58",$0.00,"$13,102.58",9/1/78,4/6/79,,,,0,-
GM-0912-79,O,Harvey,S.,Miller,,Franklin Institute Science Museum,Philadelphia PA 19103,Philadelphia,PA,19103,USA,1979-02,1979,"Maths., the Arts, & the Hums.: A model computer-based Museum Interpt. Res. Tool","Interdisciplinary Studies, General","Museums and Historical Organizations, Humanities Projects in",Public Programs,"$128,173.00",$0.00,"$128,173.00",$0.00,"$128,173.00",5/1/79,6/30/81,,"To interpret a major exhibition which will explore the histori- cal and contemporary reciprocal inter-connections in mathematics, art and the humanities.",,0,-
EC-0048-78,O,J. Robert,,Miller,,Eastern Kentucky University,Richmond KY 40475,Richmond,KY,40475,USA,1977-08,1978,CONSULTANT GRANT,Humanities,Education Consultant Grants,Education Programs,"$4,817.00",$0.00,"$4,817.00",$0.00,"$4,817.00",9/1/77,6/30/79,,,,0,-
FB-0085-79,I,James,E.,Miller,,Unknown,,,,,,1978-11,1979,"Fellowship, Political Science",Humanities,Fellowships for College Teachers and Independent Scholars,Research Programs,"$16,500.00",$0.00,"$16,500.00",$0.00,"$16,500.00",9/1/79,8/31/80,,,,0,-
GP-0756-79,O,Joyce,D.,Miller,,Amalgamated Clothing and Textile Workers Union,New York NY 10003,New York,NY,10003,USA,1979-08,1979,A Humanities Program for ACTWU Members,Humanities,Special Projects,Public Programs,"$317,316.00",$0.00,"$309,986.26",$0.00,"$309,986.26",10/1/79,4/30/82,,Supports continuation and expansion of a program of humanities seminars for ACTWU members. Seminars and accompanying discussion materials are designed to help members see their own lives and work experiences in a broader historical and cultural context.,,0,-
RE-0737-76,O,Lillian,B.,Miller,,Smithsonian Institution,Washington DC 20560,Washington,DC,20560,USA,1976-05,1976,Papers of Charles Willson Peale and His Family,Humanities,Editions,Research Programs,"$30,000.00","$100,000.00","$30,000.00","$100,000.00","$130,000.00",9/1/76,8/31/79,,,,0,-
GM-1057-76,O,Louise,,Miller,,Grand Rapids Public Library,Grand Rapids MI 49502,Grand Rapids,MI,49502,USA,1976-08,1976,INDIAN INTERPRETATIONS OF HIST. & CULT. THRU PERSONAL INTERVIEW MATERIALS,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$38,757.00",$0.00,"$38,757.00",$0.00,"$38,757.00",1/1/77,8/31/79,,,,0,-
ES-1525-78,O,Mike,,Miller,,"Roosevelt Community School, Inc.",Louisville KY 40203,Louisville,KY,40203,USA,1978-08,1978,An Urban Community as its Own Resource,Humanities,Institutes for School Teachers,Education Programs,"$59,984.00",$0.00,"$59,984.00",$0.00,"$59,984.00",11/1/78,10/31/79,,,,0,-
EP-0713-79,O,Myron,,Miller,,Seattle Pacific University,Seattle WA 98119,Seattle,WA,98119,USA,1979-02,1979,European Studies Program,"Philosophy, General; Languages, General; Literature, General",Pilot Grants - Education,Education Programs,"$35,758.00",$0.00,"$35,758.00",$0.00,"$35,758.00",6/1/79,8/31/80,,"To establish a new European Studies Program that offers four courses of study, each emphasizing the ties between different European languages and the culturesout of which these languages developed. Majors include: European Humanities, Russian, German and French. Proj. Director",,0,-
FT-0151-79,I,Robert,M.,Miller,,Unknown,,,,,,1978-11,1979,"Fellowship, American Studies",Humanities,Summer Stipends,Research Programs,"$2,500.00",$0.00,"$2,500.00",$0.00,"$2,500.00",5/1/79,9/30/79,,,,0,-
ES-0664-79,O,Ruth,,Miller,,Teaneck Public Schools,Teaneck NJ 7666,Teaneck,NJ,7666,USA,1979-02,1979,Project Hill: Humanities in Language Learning,French Language; Spanish Language,Institutes for School Teachers,Education Programs,"$82,658.00",$0.00,"$77,311.05",$0.00,"$77,311.05",3/1/79,4/30/81,,To design an interdisciplinary foreign language curriculum in the humanities with Spanish and French as the language of instruction for grades 7-12.,,0,-
RT-1371-77,O,Wayne,C.,Miller,,"University of Cincinnati, Clermont College",Batavia OH 45103,Batavia,OH,45103,USA,1977-08,1977,Supplement to a Comprehensive Bibliography for the Study of American Minorities,Humanities,Reference Materials - Tools,Preservation and Access,"$141,000.00","$6,500.00","$139,059.44","$6,500.00","$145,559.44",10/1/77,3/31/81,,,,0,-
RC-0760-77,O,William,B.,Miller,,Presbyterian Historical Society,Philadelphia PA 19147,Philadelphia,PA,19147,USA,1977-05,1977,Organiz./National Cncl. of Churches Archives at the Presbyt. Historical Society,Humanities,Reference Materials - Access,Preservation and Access,"$36,337.34",$0.00,"$36,337.34",$0.00,"$36,337.34",10/1/77,10/1/80,,,,0,-
CD-1014-78,O,William,L.,Miller,,"Indiana University, Bloomington",Bloomington IN 47405,Bloomington,IN,47405,USA,1978-05,1979,Challenge Grant,Humanities,Special Project Challenge Grants,Challenge Grants,$0.00,"$120,000.00",$0.00,"$120,000.00","$120,000.00",10/1/77,6/30/83,,,,0,-
FP-0197-79,O,William,L.,Miller,,"Indiana University, Bloomington",Bloomington IN 47405,Bloomington,IN,47405,USA,1978-11,1979,"Seminar: ""American Political Values""",Humanities,Fellowships & Stipends For Professionals,Fellowships and Seminars,"$39,583.81",$0.00,"$39,583.81",$0.00,"$39,583.81",12/1/78,11/30/79,,,,0,-
GN-1167-79,O,William,L.,Miller,,"Indiana University, Bloomington",Bloomington IN 47405,Bloomington,IN,47405,USA,1979-08,1979,Medical Ethics,Humanities,"Media, Humanities Projects in",Public Programs,"$6,977.61",$0.00,"$6,977.61",$0.00,"$6,977.61",9/15/79,8/31/80,,Supports the planning of a series of radio programs on ethics in medicine.,,0,-
FR-0044-79,I,Anthony,T.,Millili,,Unknown,,,,,,1978-11,1979,"Fellowship, Speech",Humanities,Residential College Teacher - 1976 thru 1981,Research Programs,"$20,000.00",$0.00,"$20,000.00",$0.00,"$20,000.00",6/1/79,5/31/80,,,,0,-
CM-0660-77,O,Paul,C.,Mills,,Santa Barbara Museum of Art,Santa Barbara CA 93101,Santa Barbara,CA,93101,USA,1977-05,1978,Challenge Grant,Humanities,Museum Challenge Grants,Challenge Grants,$0.00,"$150,000.00",$0.00,"$150,000.00","$150,000.00",1/18/77,6/30/80,,,,0,-
GM-1296-77,O,Howard,B.,Milo,Jr,Alabama Department of Archives and History,Montgomery AL 36130,Montgomery,AL,36130,USA,1977-08,1977,Alabama Department of Archives and Histo ry in Support of its Self-Study Project,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$41,750.00",$0.00,"$41,750.00",$0.00,"$41,750.00",9/1/77,2/28/79,,,,0,-
RX-0349-79,O,Aubrey,,Milunsky,,Eunice Kennedy Shriver Center,Waltham MA 2452,Waltham,MA,2452,USA,1978-11,1979,National Conference on Genetics and the Law,Law and Jurisprudence,Conferences,Research Programs,"$8,000.00","$5,000.00","$8,000.00","$5,000.00","$13,000.00",3/1/79,6/30/79,,"A conference on the relationships among the disciplines of genetics, law, ethics, philosophy and theology.",,0,-
RS-0588-79,O,Craig,H.,Miner,,"Historic Wichita, Inc.",Wichita KS 67203,Wichita,KS,67203,USA,1979-02,1979,Historic Wichita Research,Humanities,State and Local and Regional Studies,Research Programs,"$13,119.30",$0.00,"$13,119.30",$0.00,"$13,119.30",6/1/79,2/29/80,,To research Wichita and regional history for the period 1865-1880.,,0,-
E0-0325-79,O,Earl,,Miner,,Princeton University,Princeton NJ 8544,Princeton,NJ,8544,USA,1978-11,1979,An Institute for Curricular Models for Japanese Literature,Asian Literature; Literary Criticism,Humanities Institutes Program,Education Programs,"$99,351.00",$0.00,"$99,351.00",$0.00,"$99,351.00",1/1/79,12/31/79,,Application of Japanese and Western Criticism to Japanese literature in order to place the study of Japenese literature on par with the study of other literature Proj. Director,,0,-
GZ-0025-79,O,Cheryl,,Mintle,,YMCA of Greater St. Louis,St. Louis MO 63103,St. Louis,MO,63103,USA,1979-02,1979,Humanities Through the YMCA,Humanities,Humanities Projects for Youth,Public Programs,"$7,024.12",$0.00,"$7,024.12",$0.00,"$7,024.12",7/1/79,6/30/80,,"To implement humanities projects on the historical, archaeological, and anthropological aspects of various geographic areas near St. Louis.",,0,-
GM-1414-78,O,Richard,G.,Minutillo,,Fuller Craft Museum,Brockton MA 2301,Brockton,MA,2301,USA,1978-08,1978,Pilgrim Century Furniture Exhibition,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$68,550.00",$0.00,"$68,550.00",$0.00,"$68,550.00",9/1/78,12/31/79,,,,0,-
GM-1295-77,O,Larry,G.,Misenheimer,Jr,State of North Carolina,Raleigh NC 27601,Raleigh,NC,27601,USA,1977-08,1977,North Carolina Division of Archives and History Self-Study Project,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$24,339.69",$0.00,"$24,339.69",$0.00,"$24,339.69",10/1/77,5/31/79,,,,0,-
GM-1329-78,O,Larry,G.,Misenheimer,,North Carolina Department of Cultural Resources,Raleigh NC 27699,Raleigh,NC,27699,USA,1978-08,1978,Sourcebooks on Historic Places in North Carolina,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$93,074.48",$0.00,"$93,074.48",$0.00,"$93,074.48",1/1/79,6/30/80,,,,0,-
GP-0559-79,O,Melvin,A.,Mister,,U.S. Conference of Mayors,Washington DC 20006,Washington,DC,20006,USA,1978-11,1979,Development of a Humanities Program for Mayors,"Interdisciplinary Studies, General",Special Projects,Public Programs,"$175,000.00",$0.00,"$172,214.99",$0.00,"$172,214.99",1/1/79,12/31/80,,To assist mayors to bring human values to bear on public policy and to make better use of cultural facilities.,,0,-
RH-0108-78,O,Carl,,Mitcham,,NSF/St. Catharine College,,,,,USA,1977-11,1978,BIBLIOGRAPHY OF THE PHILOSOPHY OF TECHNOLOGY,Humanities,"Humanities, Science, and Technology",Research Programs,"$7,875.00",$0.00,"$7,875.00",$0.00,"$7,875.00",2/1/78,7/31/80,,,,0,-
RP-1181-79,O,Douglas,C.,Mitchell,,University of Chicago Press,Chicago IL 60637,Chicago,IL,60637,USA,1979-08,1979,"Christianity, Social Tolerance, and Homo- Sexuality, By John Boswell",Humanities,Scholarly Publications,Research Programs,"$6,042.00",$0.00,"$6,042.00",$0.00,"$6,042.00",8/1/79,6/30/80,,"Supports publication of a history of Medieval Doctrinal Attitudes toward male sexual ""aberration,"" and of the social lot of the victims of these attitudes.",,0,-
RC-0114-79,O,Thornton,W.,Mitchell,,State of North Carolina,Raleigh NC 27601,Raleigh,NC,27601,USA,1978-11,1979,"Revision & up-dating of the ""Guide to Private Manuscript Collections""","History, General",Reference Materials - Access,Preservation and Access,"$15,610.18",$0.00,"$15,610.18",$0.00,"$15,610.18",12/1/78,6/30/79,,To complete publication of a guide to manuscript collections in the State Archives.,,0,-
GM-0030-79,O,Sima,,Mittman,,Sima Mittman,New York NY 10128,New York,NY,10128,USA,1978-08,1979,Photographic Exhibit in the Milton Weill Art Gallery - Yiddish Culture in Poland,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$16,860.00",$0.00,"$16,860.00",$0.00,"$16,860.00",6/1/78,8/31/79,,Photographic Exhibit: Yiddish Culture in Poland,,0,-
EC-0243-78,O,John,C.,Modschiedler,,College of DuPage,Glen Ellyn IL 60137,Glen Ellyn,IL,60137,USA,1977-08,1978,CONSULTANT GRANT,Humanities,Education Consultant Grants,Education Programs,"$3,581.00",$0.00,"$3,581.00",$0.00,"$3,581.00",10/21/77,4/30/79,,,,0,-
FS-0118-79,O,Jitendra,N.,Mohanty,,"University of Oklahoma, Norman",Norman OK 73019,Norman,OK,73019,USA,1978-11,1979,"Seminar: ""Some Logical & Epistemological Theories in Indian Philosophy""",Humanities,Seminars for College Teachers,Education Programs,"$47,215.57",$0.00,"$47,215.57",$0.00,"$47,215.57",1/1/79,8/31/79,,,,0,-
RE-1584-78,O,James,C.,Mohr,,"University of Maryland, Baltimore",Baltimore MD 21201,Baltimore,MD,21201,USA,1978-08,1978,Family Life During the Civil War,Humanities,Editions,Research Programs,"$28,800.00",$0.00,"$28,800.00",$0.00,"$28,800.00",10/1/78,8/31/80,,,,0,-
EH-0818-77,O,Kathryn,J.,Mohrman,,Association of American Colleges and Universities,Washington DC 20009,Washington,DC,20009,USA,1900-01,1977,Critical Issues in the Humanities; A Series of Workshops,Education; Humanities,Institutes for College and University Teachers,Education Programs,"$184,074.00",$0.00,"$183,125.00",$0.00,"$183,125.00",7/1/77,8/30/80,,To hold a series of joint workshops with the AAC and NEH that will combine the dissertation of a significant number of NEH projects with the development of a new working agenda for the humanities on continuing education and community outreach. Proj. Director,,0,-
FR-1355-78,O,Anthony,,Molho,,Brown University,Providence RI 2912,Providence,RI,2912,USA,1978-08,1978,Seminar Entitled Society & Popular Cultu re in Medieval & Early Modern Italy,Humanities,Residential College Teacher - 1976 thru 1981,Research Programs,"$33,083.00",$0.00,"$33,083.00",$0.00,"$33,083.00",6/1/79,7/31/80,,,,0,-
CM-0971-77,O,Peter,M.,Molloy,,Western Museum of Mining and Industry,Col Springs CO 80921,Col Springs,CO,80921,USA,1977-08,1978,Challenge Grant,Humanities,Museum Challenge Grants,Challenge Grants,$0.00,"$30,000.00",$0.00,"$30,000.00","$30,000.00",7/1/77,6/30/80,,,,0,-
GN-0472-79,O,Dennis,,Monk,,Central Michigan University,Mount Pleasant MI 48859,Mount Pleasant,MI,48859,USA,1979-02,1979,Humanities Values: Search and Development in Northern Michigan,"Interdisciplinary Studies, General","Media, Humanities Projects in",Public Programs,"$19,986.00",$0.00,"$14,782.85",$0.00,"$14,782.85",6/1/79,9/30/80,,To develop humanities programming for the station's largely rural audience.,,0,-
GM-1337-77,O,Dan,L.,Monroe,,Alaska State Museum,Juneau AK 99801,Juneau,AK,99801,USA,1977-08,1977,Alaska Heritage Resources Assessment and Planning Project,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$27,868.04",$0.00,"$27,868.04",$0.00,"$27,868.04",10/1/77,3/31/80,,,,0,-
CM-0695-77,O,Martha,A.,Montgomery,,Macon County Historical Society,Decatur IL 62525,Decatur,IL,62525,USA,1977-05,1977,Challenge Grant,Humanities,Museum Challenge Grants,Challenge Grants,$0.00,"$57,000.00",$0.00,"$57,000.00","$57,000.00",2/1/77,6/30/80,,,,0,-
GM-1313-77,O,Martha,A.,Montgomery,,Macon County Historical Society,Decatur IL 62525,Decatur,IL,62525,USA,1977-08,1977,"The Look of Macon County, 1829-1979",Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$25,160.00",$0.00,"$25,160.00",$0.00,"$25,160.00",11/1/77,10/31/79,,,,0,-
RC-0320-78,O,Carroll,,Moody,Jr,Northern Illinois University,DeKalb IL 60115,DeKalb,IL,60115,USA,1977-05,1978,Northern Illinois Regional History Center,Humanities,Reference Materials - Access,Preservation and Access,"$235,079.83",$0.00,"$235,079.83",$0.00,"$235,079.83",1/1/78,12/31/80,,,,0,-
GP-1025-79,O,W.,E.,Moomaw,,Birmingham Southern College,Birmingham AL 35254,Birmingham,AL,35254,USA,1979-05,1979,An Informal Consortium for Humanities in the Birmingham Community,Humanities,Special Projects,Public Programs,"$25,000.00",$0.00,"$25,000.00",$0.00,"$25,000.00",7/1/79,2/29/80,,To develop a proposal for humanities projects which will promote a sense of community in Birmingham.,,0,-
